skate_accelerometerAccelerationX(G),skate_accelerometerAccelerationY(G),skate_accelerometerAccelerationZ(G),skate_motionYaw(rad),skate_motionRoll(rad),skate_motionPitch(rad),skate_motionQuaternionX(R),skate_motionQuaternionY(R),skate_motionQuaternionZ(R),skate_motionQuaternionW(R),skate_motionGravityX(G),skate_motionGravityY(G),skate_motionGravityZ(G),boulder ->,boulder_accelerometerAccelerationX(G),boulder_accelerometerAccelerationY(G),boulder_accelerometerAccelerationZ(G),boulder_motionYaw(rad),boulder_motionRoll(rad),boulder_motionPitch(rad),boulder_motionQuaternionX(R),boulder_motionQuaternionY(R),boulder_motionQuaternionZ(R),boulder_motionQuaternionW(R),boulder_motionGravityX(G),boulder_motionGravityY(G),boulder_motionGravityZ(G),swimming ->,swim_accelerometerAccelerationX(G),swim_accelerometerAccelerationY(G),swim_accelerometerAccelerationZ(G),swim_motionYaw(rad),swim_motionRoll(rad),swim_motionPitch(rad),swim_motionQuaternionX(R),swim_motionQuaternionY(R),swim_motionQuaternionZ(R),swim_motionQuaternionW(R),swim_motionGravityX(G),swim_motionGravityY(G),swim_motionGravityZ(G)
-0.228912353515625,0.532501220703125,-0.811065673828125,-0.183154992920928,-0.281585815220597,-0.575645946378653,-0.292183932735079,-0.108289370469644,-0.0471526135975997,0.949040898504602,-0.233096554875374,0.544376730918884,-0.805803894996643,,-0.178192138671875,-0.216552734375,-0.940582275390625,-1.95361658141334,-0.182957049018308,0.249109264069189,-0.00587877768886229,-0.153253549265734,-0.825208667372373,0.543607748346767,-0.17632207274437,-0.246540814638138,-0.952957570552826,,-0.06475830078125,-0.957901000976562,-0.04095458984375,-0.253709471389159,0.142764052917113,1.52255759427285,0.689095422569776,-0.0358354276137147,-0.042552022006478,0.722532007555453,0.00686032045632601,-0.998836755752563,-0.0477266423404217
-0.230865478515625,0.544876098632812,-0.805755615234375,-0.179902816173757,-0.278480876859197,-0.574069124554771,-0.291193378218808,-0.107388897511264,-0.0461869975005547,0.949494999728945,-0.230829134583473,0.543053388595581,-0.807348072528839,,-0.173797607421875,-0.259979248046875,-0.942306518554688,-1.95238306342236,-0.182694745162805,0.250024708742885,-0.00541842399468211,-0.15355752782621,-0.824850180825042,0.544070509051549,-0.176031023263931,-0.247427895665169,-0.952781438827515,,-0.09033203125,-0.967361450195312,-0.0588226318359375,-0.380007786924803,0.273128091613874,1.52209455119819,0.68958178954633,-0.0322357549697165,-0.0432814198712146,0.722194161390025,0.0131312096491456,-0.998814284801483,-0.0468756221234798
-0.23187255859375,0.540634155273438,-0.788986206054688,-0.180533129042288,-0.277819234755524,-0.572646141659536,-0.290541174432591,-0.107071673319401,-0.0466946499387234,0.949705830498934,-0.230506628751755,0.541857957839966,-0.808242976665497,,-0.171249389648438,-0.284576416015625,-0.948471069335938,-1.9520302930549,-0.182473087864607,0.251643247184216,-0.00484426870993478,-0.154155259941532,-0.824712289677115,0.54411594203863,-0.175746917724609,-0.248995780944824,-0.952425360679626,,-0.024017333984375,-0.977996826171875,-0.0810089111328125,-0.497064148106381,0.394956877451296,1.51980580587411,0.689694100498338,-0.0282975181875001,-0.0438485512469283,0.7222177585432,0.019610233604908,-0.998700261116028,-0.0470425970852375
-0.233749389648438,0.530059814453125,-0.7974853515625,-0.183927667424383,-0.279487432270918,-0.572234188806628,-0.290568598400197,-0.107396475539238,-0.0480966730035882,0.949590725668458,-0.231916159391403,0.541511654853821,-0.808071792125702,,-0.169845581054688,-0.260589599609375,-0.962997436523438,-1.9515515950073,-0.182456754945475,0.252503520769036,-0.0045583601165935,-0.154501123284734,-0.824559277192675,0.544252228837111,-0.175692439079285,-0.24982887506485,-0.952217221260071,,0.071441650390625,-0.956527709960938,-0.08154296875,-0.579259806591943,0.481511761407905,1.51672515746651,0.689516190700648,-0.0248635798747726,-0.0442020506165332,0.722492438509525,0.0250285621732473,-0.998538494110107,-0.0478984490036964
-0.234664916992188,0.541122436523438,-0.795700073242188,-0.186650413440786,-0.2823522964829,-0.573603262667573,-0.291429747879643,-0.108273145130683,-0.0488630556895659,0.949188006433307,-0.234023436903954,0.542662143707275,-0.806691229343414,,-0.173065185546875,-0.2354736328125,-0.97125244140625,-1.95114351578072,-0.182435970527535,0.252972907702186,-0.00438603414098292,-0.154686858802332,-0.824435765800307,0.544388019477802,-0.175651356577873,-0.250283360481262,-0.952105462551117,,0.101181030273438,-0.910568237304688,-0.0503387451171875,-0.615441851284851,0.520903537756723,1.51400714271397,0.68911147690239,-0.0225963524576864,-0.0442005826758963,0.722952974307196,0.0282460562884808,-0.998387932777405,-0.0492295548319817
-0.229354858398438,0.565536499023438,-0.807373046875,-0.188324240883945,-0.284036180682785,-0.574968013510808,-0.292204341551734,-0.108740143426821,-0.049301762604298,0.948873836231694,-0.235173732042313,0.543807923793793,-0.80558443069458,,-0.19024658203125,-0.250411987304688,-0.964797973632812,-1.95139896851601,-0.181647602516448,0.253817550453082,-0.00384289326661251,-0.154814513182175,-0.824484257147002,0.54428238967014,-0.174862429499626,-0.251101016998291,-0.952035427093506,,0.0916748046875,-0.910675048828125,-0.03656005859375,-0.633469947049579,0.541218625517952,1.51155508183841,0.688613050852112,-0.0209853058841311,-0.0441945956756,0.72347661370653,0.0305011942982674,-0.998245775699615,-0.0507433675229549
-0.214019775390625,0.525848388671875,-0.811660766601562,-0.192119980024217,-0.285398235589883,-0.573532276419137,-0.291769367020349,-0.108925644334047,-0.0510201207684248,0.948895539890178,-0.236490339040756,0.542602479457855,-0.80601167678833,,-0.191940307617188,-0.266937255859375,-0.952911376953125,-1.95162735728914,-0.180456537614158,0.254028029804888,-0.00331027001797487,-0.154575403742305,-0.824542818138742,0.544265009334832,-0.173718884587288,-0.251304745674133,-0.95219099521637,,0.060516357421875,-0.927108764648438,-0.0263214111328125,-0.639583959260943,0.548817618238694,1.50911530788948,0.687976877889011,-0.0198581630946887,-0.0442709453465089,0.724108674070377,0.0321558378636837,-0.998098313808441,-0.0525869391858578
-0.216766357421875,0.515853881835938,-0.795608520507812,-0.197454573540548,-0.288992255798808,-0.57272739356939,-0.291776088135573,-0.109905723574783,-0.0530924147753289,0.94866676392526,-0.239510014653206,0.541926205158234,-0.805574893951416,,-0.192276000976562,-0.273635864257812,-0.936248779296875,-1.95124267422297,-0.179204149091538,0.253137586729962,-0.00301505945980109,-0.153873667411188,-0.824464305714618,0.54458453261117,-0.172566056251526,-0.250442773103714,-0.952627599239349,,0.076263427734375,-0.911834716796875,-0.026519775390625,-0.643486404879447,0.553795786674436,1.50659581824615,0.687284907920392,-0.0188953385305838,-0.0444717414473075,0.724778928218575,0.0337396264076233,-0.997939884662628,-0.0545648448169231
-0.26556396484375,0.572784423828125,-0.797439575195312,-0.193563675134591,-0.288440015850532,-0.574478235678445,-0.292371204580562,-0.110095457218321,-0.051183439715766,0.948566370046071,-0.238794818520546,0.543396830558777,-0.804796159267426,,-0.177566528320312,-0.255783081054688,-0.941680908203125,-1.9507131151962,-0.177906003359975,0.251401563043768,-0.00292836813009809,-0.152816148676988,-0.824368984691621,0.54502693335329,-0.17140594124794,-0.248761713504791,-0.953277289867401,,0.0659027099609375,-0.923309326171875,-0.0316314697265625,-0.64318037124425,0.554219362801577,1.50357126953419,0.686379028006502,-0.0180326531565536,-0.0448161379339623,0.72563765666706,0.0353513695299625,-0.997741222381592,-0.0571173056960106
-0.243743896484375,0.550262451171875,-0.810867309570312,-0.187885822667024,-0.282994750641387,-0.569951608803124,-0.289792681518504,-0.108632967017307,-0.0496494915417256,0.949607229168983,-0.235093414783478,0.539591312408447,-0.808438181877136,,-0.155899047851562,-0.23333740234375,-0.951705932617188,-1.95049949329024,-0.176587218420714,0.249857350589461,-0.00280359868616835,-0.151830058748552,-0.82435418741396,0.545325454827356,-0.170215904712677,-0.247265741229057,-0.953879535198212,,0.0499420166015625,-0.944015502929688,-0.04595947265625,-0.635177334199287,0.546868284661969,1.50085541056963,0.685457276626476,-0.0174174334510043,-0.0449681620401135,0.726514040351189,0.0363394878804684,-0.997555136680603,-0.0596899092197418
-0.236724853515625,0.51763916015625,-0.805023193359375,-0.187509847848574,-0.281537599486797,-0.567010319582995,-0.288349982520709,-0.108183995758093,-0.0499175037530571,0.950083594940805,-0.234355106949806,0.537112653255463,-0.810301005840302,,-0.15765380859375,-0.249359130859375,-0.956039428710938,-1.95031268991848,-0.175386309279254,0.249636438537881,-0.00235671171228048,-0.151413108159998,-0.82431072917047,0.545509125753434,-0.169079795479775,-0.247051686048508,-0.954137027263641,,0.0318756103515625,-0.944686889648438,-0.0503997802734375,-0.625601657623444,0.537876925596022,1.49872859067406,0.684685002508112,-0.0169883699432942,-0.0449823912283551,0.727251134331862,0.036887913942337,-0.997404217720032,-0.0618356838822365
-0.258346557617188,0.566940307617188,-0.815353393554688,-0.18250778721724,-0.281121441767436,-0.569297455136531,-0.289146909865437,-0.108563346512874,-0.0474190339591344,0.949926078562885,-0.233676448464394,0.539040446281433,-0.809216141700745,,-0.168121337890625,-0.279266357421875,-0.944244384765625,-1.95001425625811,-0.174145393923193,0.250868225798715,-0.00147556639446894,-0.151575008992279,-0.824197061276002,0.545639048554005,-0.16784280538559,-0.248245105147362,-0.954045653343201,,-0.0220794677734375,-0.96038818359375,-0.0612030029296875,-0.617735916102164,0.530194367686828,1.4972609166101,0.684125267309636,-0.016807151619129,-0.0450326227053875,0.727778812748287,0.0371521338820458,-0.997297465801239,-0.063380278646946
-0.233673095703125,0.547882080078125,-0.816436767578125,-0.183571899189069,-0.278346196389625,-0.564561446809725,-0.286904229797295,-0.107389138062575,-0.0486998808077771,0.950674453880849,-0.232128620147705,0.535045385360718,-0.812307059764862,,-0.157943725585938,-0.302810668945312,-0.941574096679688,-1.9500501695041,-0.172743807973445,0.251262762340291,-0.000789518354834665,-0.151352782382303,-0.824196780876312,0.545702472781093,-0.166488617658615,-0.2486272752285,-0.954183399677277,,-0.0689849853515625,-0.94873046875,-0.0341949462890625,-0.595002063344787,0.50695953906573,1.4989195072505,0.684319461874777,-0.0177970450589306,-0.0443982637624937,0.727611673344617,0.0348665155470371,-0.997417986392975,-0.0627802759408951
-0.244735717773438,0.507247924804688,-0.818740844726562,-0.189499325369726,-0.276660345914901,-0.557423110097081,-0.283808932963501,-0.106194114743241,-0.0523226562187485,0.951544872530443,-0.231796205043793,0.529001176357269,-0.81635057926178,,-0.1429443359375,-0.282669067382812,-0.941085815429688,-1.95033391058708,-0.171335360243488,0.249962437293423,-0.000596841455848126,-0.150440289275026,-0.824310619547496,0.545783139743675,-0.165199518203735,-0.247367560863495,-0.954734742641449,,0.0074615478515625,-0.955001831054688,-0.0413665771484375,-0.563303211396954,0.475387178701673,1.50155632675266,0.684752939298804,-0.0189073858549588,-0.0432014643872542,0.7272478568862,0.0316639468073845,-0.997603893280029,-0.0615118443965912
-0.225906372070312,0.4771728515625,-0.813919067382812,-0.193390566631098,-0.269625922008815,-0.549434400836746,-0.280047122931673,-0.102808243178069,-0.0557909280727667,0.952833378914351,-0.227166429162026,0.52220493555069,-0.82200813293457,,-0.14794921875,-0.234756469726562,-0.938308715820312,-1.95045832319888,-0.170443469061593,0.24836657426408,-0.000688111428324793,-0.149548547380193,-0.824388741152833,0.545910135261831,-0.164414674043655,-0.245820984244347,-0.955269515514374,,0.0257720947265625,-0.936538696289062,-0.041534423828125,-0.549643513445977,0.462405376822056,1.50190824798798,0.684716375810323,-0.0190125315344777,-0.0426180620157505,0.727313991012991,0.0307064093649387,-0.997628152370453,-0.0616040155291557
